CMDLINE /usr/bin/python parallelRun.py
MEM 13.039062 1540048322.6412
MEM 13.039062 1540048322.7418
MEM 13.039062 1540048322.8424
MEM 13.039062 1540048322.9431
MEM 13.039062 1540048323.0435
MEM 13.039062 1540048323.1440
MEM 13.039062 1540048323.2445
MEM 13.039062 1540048323.3449
MEM 13.039062 1540048323.4452
MEM 13.039062 1540048323.5456
MEM 13.039062 1540048323.6459
MEM 13.039062 1540048323.7466
MEM 13.039062 1540048323.8470
MEM 13.039062 1540048323.9476
MEM 13.039062 1540048324.0480
MEM 13.039062 1540048324.1484
MEM 13.039062 1540048324.2487
MEM 13.039062 1540048324.3491
MEM 13.039062 1540048324.4496
MEM 13.039062 1540048324.5499
MEM 13.039062 1540048324.6508
MEM 13.039062 1540048324.7511
MEM 13.039062 1540048324.8515
MEM 13.039062 1540048324.9519
MEM 13.039062 1540048325.0524
MEM 13.039062 1540048325.1531
MEM 13.039062 1540048325.2535
MEM 13.039062 1540048325.3539
MEM 13.039062 1540048325.4543
MEM 13.039062 1540048325.5548
MEM 13.039062 1540048325.6552
MEM 13.039062 1540048325.7557
MEM 13.039062 1540048325.8561
MEM 13.039062 1540048325.9566
MEM 13.039062 1540048326.0570
MEM 13.039062 1540048326.1574
MEM 13.039062 1540048326.2577
MEM 13.039062 1540048326.3580
MEM 13.039062 1540048326.4585
MEM 13.039062 1540048326.5589
MEM 13.039062 1540048326.6593
MEM 13.039062 1540048326.7597
MEM 13.039062 1540048326.8601
MEM 13.039062 1540048326.9606
MEM 13.039062 1540048327.0611
MEM 13.039062 1540048327.1618
MEM 13.039062 1540048327.2622
MEM 13.039062 1540048327.3628
MEM 13.039062 1540048327.4633
MEM 13.039062 1540048327.5638
MEM 13.039062 1540048327.6645
MEM 13.039062 1540048327.7648
MEM 13.039062 1540048327.8651
MEM 13.039062 1540048327.9656
MEM 13.039062 1540048328.0660
MEM 13.039062 1540048328.1666
MEM 13.039062 1540048328.2670
MEM 13.039062 1540048328.3675
MEM 13.039062 1540048328.4680
MEM 13.039062 1540048328.5687
MEM 13.039062 1540048328.6750
MEM 13.039062 1540048328.7755
MEM 13.039062 1540048328.8760
MEM 13.039062 1540048328.9763
MEM 13.039062 1540048329.0769
MEM 13.039062 1540048329.1774
MEM 13.039062 1540048329.2778
MEM 13.039062 1540048329.3784
MEM 13.039062 1540048329.4788
MEM 13.039062 1540048329.5791
MEM 13.039062 1540048329.6798
MEM 13.039062 1540048329.7803
MEM 13.039062 1540048329.8809
MEM 13.039062 1540048329.9813
MEM 13.039062 1540048330.0819
MEM 13.039062 1540048330.1823
MEM 13.039062 1540048330.2828
MEM 13.039062 1540048330.3832
MEM 13.039062 1540048330.4837
MEM 13.039062 1540048330.5841
MEM 13.039062 1540048330.6845
MEM 13.039062 1540048330.7850
MEM 13.039062 1540048330.8855
MEM 13.039062 1540048330.9862
MEM 13.039062 1540048331.0866
MEM 13.039062 1540048331.1870
MEM 13.039062 1540048331.2873
MEM 13.039062 1540048331.3879
MEM 13.039062 1540048331.4884
MEM 13.039062 1540048331.5888
MEM 13.039062 1540048331.6892
MEM 13.039062 1540048331.7897
MEM 13.039062 1540048331.8901
MEM 13.039062 1540048331.9904
MEM 13.039062 1540048332.0908
MEM 13.039062 1540048332.1914
MEM 13.039062 1540048332.2917
MEM 13.039062 1540048332.3921
MEM 13.039062 1540048332.4925
MEM 13.039062 1540048332.5928
MEM 13.039062 1540048332.6931
MEM 13.039062 1540048332.7937
MEM 13.039062 1540048332.8942
MEM 13.039062 1540048332.9946
MEM 13.039062 1540048333.0950
MEM 13.039062 1540048333.1953
MEM 13.039062 1540048333.2958
MEM 13.039062 1540048333.3964
MEM 13.039062 1540048333.4967
MEM 13.039062 1540048333.5972
MEM 13.039062 1540048333.6976
MEM 13.039062 1540048333.7980
MEM 13.039062 1540048333.8985
MEM 13.039062 1540048333.9992
MEM 13.039062 1540048334.0998
MEM 13.039062 1540048334.2005
MEM 13.039062 1540048334.3013
MEM 13.039062 1540048334.4017
MEM 13.039062 1540048334.5020
MEM 13.039062 1540048334.6025
MEM 13.039062 1540048334.7029
MEM 13.039062 1540048334.8034
MEM 13.039062 1540048334.9040
MEM 13.039062 1540048335.0045
MEM 13.039062 1540048335.1050
MEM 13.039062 1540048335.2055
MEM 13.039062 1540048335.3060
MEM 13.039062 1540048335.4085
MEM 13.039062 1540048335.5089
MEM 13.039062 1540048335.6093
MEM 13.039062 1540048335.7098
MEM 13.039062 1540048335.8103
MEM 13.039062 1540048335.9110
MEM 13.039062 1540048336.0114
MEM 13.039062 1540048336.1118
MEM 13.039062 1540048336.2121
MEM 13.039062 1540048336.3126
MEM 13.039062 1540048336.4130
MEM 13.039062 1540048336.5135
MEM 13.039062 1540048336.6141
MEM 13.039062 1540048336.7146
MEM 13.039062 1540048336.8151
MEM 13.039062 1540048336.9157
MEM 13.039062 1540048337.0162
MEM 13.039062 1540048337.1167
MEM 13.039062 1540048337.2173
MEM 13.039062 1540048337.3178
MEM 13.039062 1540048337.4184
MEM 13.039062 1540048337.5190
MEM 13.039062 1540048337.6196
MEM 13.039062 1540048337.7202
MEM 13.039062 1540048337.8207
MEM 13.039062 1540048337.9212
MEM 13.039062 1540048338.0215
MEM 13.039062 1540048338.1219
MEM 13.039062 1540048338.2223
MEM 13.039062 1540048338.3227
MEM 13.039062 1540048338.4234
MEM 13.039062 1540048338.5240
MEM 13.039062 1540048338.6243
MEM 13.039062 1540048338.7247
MEM 13.039062 1540048338.8251
MEM 13.039062 1540048338.9254
MEM 13.039062 1540048339.0260
MEM 13.039062 1540048339.1265
MEM 13.039062 1540048339.2271
MEM 13.039062 1540048339.3275
MEM 13.039062 1540048339.4280
MEM 13.039062 1540048339.5284
MEM 13.039062 1540048339.6290
MEM 13.039062 1540048339.7295
MEM 13.039062 1540048339.8301
MEM 13.039062 1540048339.9307
MEM 13.039062 1540048340.0315
MEM 13.039062 1540048340.1319
MEM 13.039062 1540048340.2325
MEM 13.039062 1540048340.3328
MEM 13.039062 1540048340.4334
MEM 13.039062 1540048340.5337
