CMDLINE /usr/bin/python parallelRun.py
MEM 13.007812 1540048382.6201
MEM 13.007812 1540048382.7206
MEM 13.007812 1540048382.8210
MEM 13.007812 1540048382.9218
MEM 13.007812 1540048383.0225
MEM 13.007812 1540048383.1230
MEM 13.007812 1540048383.2237
MEM 13.007812 1540048383.3240
MEM 13.007812 1540048383.4246
MEM 13.007812 1540048383.5250
MEM 13.007812 1540048383.6253
MEM 13.007812 1540048383.7260
MEM 13.007812 1540048383.8265
MEM 13.007812 1540048383.9271
MEM 13.007812 1540048384.0275
MEM 13.007812 1540048384.1278
MEM 13.007812 1540048384.2282
MEM 13.007812 1540048384.3286
MEM 13.007812 1540048384.4289
MEM 13.007812 1540048384.5295
MEM 13.007812 1540048384.6301
MEM 13.007812 1540048384.7304
MEM 13.007812 1540048384.8308
MEM 13.007812 1540048384.9320
MEM 13.007812 1540048385.0327
MEM 13.007812 1540048385.1334
MEM 13.007812 1540048385.2341
MEM 13.007812 1540048385.3347
MEM 13.007812 1540048385.4352
MEM 13.007812 1540048385.5358
MEM 13.007812 1540048385.6364
MEM 13.007812 1540048385.7370
MEM 13.007812 1540048385.8376
MEM 13.007812 1540048385.9383
MEM 13.007812 1540048386.0391
MEM 13.007812 1540048386.1398
MEM 13.007812 1540048386.2404
MEM 13.007812 1540048386.3410
MEM 13.007812 1540048386.4414
MEM 13.007812 1540048386.5420
MEM 13.007812 1540048386.6426
MEM 13.007812 1540048386.7432
MEM 13.007812 1540048386.8436
MEM 13.007812 1540048386.9443
MEM 13.007812 1540048387.0450
MEM 13.007812 1540048387.1457
MEM 13.007812 1540048387.2462
MEM 13.007812 1540048387.3465
MEM 13.007812 1540048387.4472
MEM 13.007812 1540048387.5475
MEM 13.007812 1540048387.6481
MEM 13.007812 1540048387.7486
MEM 13.007812 1540048387.8492
MEM 13.007812 1540048387.9498
MEM 13.007812 1540048388.0502
MEM 13.007812 1540048388.1505
MEM 13.007812 1540048388.2508
MEM 13.007812 1540048388.3511
MEM 13.007812 1540048388.4515
MEM 13.007812 1540048388.5521
MEM 13.007812 1540048388.6525
MEM 13.007812 1540048388.7531
MEM 13.007812 1540048388.8538
MEM 13.007812 1540048388.9542
MEM 13.007812 1540048389.0549
MEM 13.007812 1540048389.1558
MEM 13.007812 1540048389.2566
MEM 13.007812 1540048389.3572
MEM 13.007812 1540048389.4578
MEM 13.007812 1540048389.5583
MEM 13.007812 1540048389.6587
MEM 13.007812 1540048389.7592
MEM 13.007812 1540048389.8598
MEM 13.007812 1540048389.9604
MEM 13.007812 1540048390.0608
MEM 13.007812 1540048390.1613
MEM 13.007812 1540048390.2618
MEM 13.007812 1540048390.3623
MEM 13.007812 1540048390.4626
MEM 13.007812 1540048390.5632
MEM 13.007812 1540048390.6638
MEM 13.007812 1540048390.7643
MEM 13.007812 1540048390.8646
MEM 13.007812 1540048390.9650
MEM 13.007812 1540048391.0655
MEM 13.007812 1540048391.1659
MEM 13.007812 1540048391.2664
MEM 13.007812 1540048391.3668
MEM 13.007812 1540048391.4672
MEM 13.007812 1540048391.5678
MEM 13.007812 1540048391.6681
MEM 13.007812 1540048391.7687
MEM 13.007812 1540048391.8692
MEM 13.007812 1540048391.9698
MEM 13.007812 1540048392.0704
MEM 13.007812 1540048392.1710
MEM 13.007812 1540048392.2718
MEM 13.007812 1540048392.3726
MEM 13.007812 1540048392.4732
MEM 13.007812 1540048392.5738
MEM 13.007812 1540048392.6743
MEM 13.007812 1540048392.7747
MEM 13.007812 1540048392.8754
MEM 13.007812 1540048392.9759
MEM 13.007812 1540048393.0763
MEM 13.007812 1540048393.1767
MEM 13.007812 1540048393.2772
MEM 13.007812 1540048393.3777
MEM 13.007812 1540048393.4781
MEM 13.007812 1540048393.5787
MEM 13.007812 1540048393.6794
MEM 13.007812 1540048393.7799
MEM 13.007812 1540048393.8803
MEM 13.007812 1540048393.9809
MEM 13.007812 1540048394.0813
MEM 13.007812 1540048394.1817
MEM 13.007812 1540048394.2822
MEM 13.007812 1540048394.3828
MEM 13.007812 1540048394.4833
MEM 13.007812 1540048394.5838
MEM 13.007812 1540048394.6844
MEM 13.007812 1540048394.7850
MEM 13.007812 1540048394.8856
MEM 13.007812 1540048394.9862
MEM 13.007812 1540048395.0868
MEM 13.007812 1540048395.1871
MEM 13.007812 1540048395.2876
MEM 13.007812 1540048395.3880
MEM 13.007812 1540048395.4884
MEM 13.007812 1540048395.5890
MEM 13.007812 1540048395.6894
MEM 13.007812 1540048395.7899
MEM 13.007812 1540048395.8904
MEM 13.007812 1540048395.9909
MEM 13.007812 1540048396.0926
MEM 13.007812 1540048396.1932
MEM 13.007812 1540048396.2937
MEM 13.007812 1540048396.3941
MEM 13.007812 1540048396.4948
MEM 13.007812 1540048396.5953
MEM 13.007812 1540048396.6958
MEM 13.007812 1540048396.7962
MEM 13.007812 1540048396.8966
MEM 13.007812 1540048396.9970
MEM 13.007812 1540048397.0976
MEM 13.007812 1540048397.1982
MEM 13.007812 1540048397.2986
MEM 13.007812 1540048397.3991
MEM 13.007812 1540048397.5000
MEM 13.007812 1540048397.6006
MEM 13.007812 1540048397.7013
MEM 13.007812 1540048397.8020
MEM 13.007812 1540048397.9023
MEM 13.007812 1540048398.0027
MEM 13.007812 1540048398.1032
MEM 13.007812 1540048398.2037
MEM 13.007812 1540048398.3041
MEM 13.007812 1540048398.4058
MEM 13.007812 1540048398.5061
MEM 13.007812 1540048398.6065
MEM 13.007812 1540048398.7068
MEM 13.007812 1540048398.8073
MEM 13.007812 1540048398.9078
MEM 13.007812 1540048399.0083
MEM 13.007812 1540048399.1088
MEM 13.007812 1540048399.2095
MEM 13.007812 1540048399.3101
MEM 13.007812 1540048399.4107
MEM 13.007812 1540048399.5113
MEM 13.007812 1540048399.6119
MEM 13.007812 1540048399.7123
MEM 13.007812 1540048399.8127
MEM 13.007812 1540048399.9133
MEM 13.007812 1540048400.0138
MEM 13.007812 1540048400.1143
MEM 13.007812 1540048400.2165
MEM 13.007812 1540048400.3168
MEM 13.007812 1540048400.4173
MEM 13.007812 1540048400.5178
MEM 13.007812 1540048400.6181
MEM 13.007812 1540048400.7185
MEM 13.007812 1540048400.8191
MEM 13.007812 1540048400.9197
MEM 13.007812 1540048401.0202
MEM 13.007812 1540048401.1209
MEM 13.007812 1540048401.2213
MEM 13.007812 1540048401.3220
MEM 13.007812 1540048401.4224
MEM 13.007812 1540048401.5228
MEM 13.007812 1540048401.6232
MEM 13.007812 1540048401.7237
MEM 13.007812 1540048401.8241
MEM 13.007812 1540048401.9282
MEM 13.007812 1540048402.0287
MEM 13.007812 1540048402.1291
MEM 13.007812 1540048402.2295
MEM 13.007812 1540048402.3302
MEM 13.007812 1540048402.4307
MEM 13.007812 1540048402.5311
MEM 13.007812 1540048402.6315
MEM 13.007812 1540048402.7321
MEM 13.007812 1540048402.8326
MEM 13.007812 1540048402.9331
MEM 13.007812 1540048403.0336
MEM 13.007812 1540048403.1341
MEM 13.007812 1540048403.2348
MEM 13.007812 1540048403.3351
MEM 13.007812 1540048403.4356
MEM 13.007812 1540048403.5361
MEM 13.007812 1540048403.6365
MEM 13.007812 1540048403.7372
MEM 13.007812 1540048403.8378
MEM 13.007812 1540048403.9383
MEM 13.007812 1540048404.0390
MEM 13.007812 1540048404.1396
MEM 13.007812 1540048404.2402
MEM 13.007812 1540048404.3409
MEM 13.007812 1540048404.4413
MEM 13.007812 1540048404.5420
MEM 13.007812 1540048404.6426
MEM 13.007812 1540048404.7431
MEM 13.007812 1540048404.8436
MEM 13.007812 1540048404.9441
MEM 13.007812 1540048405.0445
MEM 13.007812 1540048405.1450
MEM 13.007812 1540048405.2453
MEM 13.007812 1540048405.3458
MEM 13.007812 1540048405.4463
MEM 13.007812 1540048405.5468
MEM 13.007812 1540048405.6473
MEM 13.007812 1540048405.7477
MEM 13.007812 1540048405.8481
MEM 13.007812 1540048405.9485
MEM 13.007812 1540048406.0490
MEM 13.007812 1540048406.1496
MEM 13.007812 1540048406.2499
MEM 13.007812 1540048406.3503
MEM 13.007812 1540048406.4507
MEM 13.007812 1540048406.5511
MEM 13.007812 1540048406.6514
MEM 13.007812 1540048406.7518
MEM 13.007812 1540048406.8523
MEM 13.007812 1540048406.9531
MEM 13.007812 1540048407.0535
MEM 13.007812 1540048407.1540
MEM 13.007812 1540048407.2546
MEM 13.007812 1540048407.3550
MEM 13.007812 1540048407.4555
MEM 13.007812 1540048407.5560
MEM 13.007812 1540048407.6566
MEM 13.007812 1540048407.7569
MEM 13.007812 1540048407.8574
MEM 13.007812 1540048407.9580
MEM 13.007812 1540048408.0584
MEM 13.007812 1540048408.1590
MEM 13.007812 1540048408.2595
MEM 13.007812 1540048408.3600
MEM 13.007812 1540048408.4604
MEM 13.007812 1540048408.5609
MEM 13.007812 1540048408.6613
MEM 13.007812 1540048408.7618
MEM 13.007812 1540048408.8623
MEM 13.007812 1540048408.9627
MEM 13.007812 1540048409.0633
MEM 13.007812 1540048409.1636
MEM 13.007812 1540048409.2640
MEM 13.007812 1540048409.3644
MEM 13.007812 1540048409.4649
MEM 13.007812 1540048409.5652
MEM 13.007812 1540048409.6657
MEM 13.007812 1540048409.7660
MEM 13.007812 1540048409.8666
MEM 13.007812 1540048409.9673
MEM 13.007812 1540048410.0678
MEM 13.007812 1540048410.1684
MEM 13.007812 1540048410.2690
MEM 13.007812 1540048410.3694
MEM 13.007812 1540048410.4699
MEM 13.007812 1540048410.5703
MEM 13.007812 1540048410.6707
MEM 13.007812 1540048410.7712
MEM 13.007812 1540048410.8716
MEM 13.007812 1540048410.9722
MEM 13.007812 1540048411.0727
MEM 13.007812 1540048411.1733
MEM 13.007812 1540048411.2742
MEM 13.007812 1540048411.3750
MEM 13.007812 1540048411.4758
MEM 13.007812 1540048411.5765
MEM 13.007812 1540048411.6772
MEM 13.007812 1540048411.7779
MEM 13.007812 1540048411.8785
MEM 13.007812 1540048411.9791
MEM 13.007812 1540048412.0802
MEM 13.007812 1540048412.1806
MEM 13.007812 1540048412.2811
MEM 13.007812 1540048412.3817
MEM 13.007812 1540048412.4821
MEM 13.007812 1540048412.5827
MEM 13.007812 1540048412.6831
MEM 13.007812 1540048412.7837
MEM 13.007812 1540048412.8843
MEM 13.007812 1540048412.9847
MEM 13.007812 1540048413.0851
MEM 13.007812 1540048413.1858
MEM 13.007812 1540048413.2863
MEM 13.007812 1540048413.3867
MEM 13.007812 1540048413.4871
MEM 13.007812 1540048413.5876
MEM 13.007812 1540048413.6880
MEM 13.007812 1540048413.7883
MEM 13.007812 1540048413.8887
MEM 13.007812 1540048413.9891
MEM 13.007812 1540048414.0895
MEM 13.007812 1540048414.1899
MEM 13.007812 1540048414.2902
MEM 13.007812 1540048414.3906
MEM 13.007812 1540048414.4910
MEM 13.007812 1540048414.5914
MEM 13.007812 1540048414.6919
MEM 13.007812 1540048414.7923
MEM 13.007812 1540048414.8928
MEM 13.007812 1540048414.9933
MEM 13.007812 1540048415.0938
MEM 13.007812 1540048415.1944
MEM 13.007812 1540048415.2949
MEM 13.007812 1540048415.3954
MEM 13.007812 1540048415.4959
MEM 13.007812 1540048415.5964
MEM 13.007812 1540048415.6970
MEM 13.007812 1540048415.7977
MEM 13.007812 1540048415.8980
MEM 13.007812 1540048415.9985
MEM 13.007812 1540048416.0989
MEM 13.007812 1540048416.1994
MEM 13.007812 1540048416.2998
MEM 13.007812 1540048416.4002
MEM 13.007812 1540048416.5007
MEM 13.007812 1540048416.6010
MEM 13.007812 1540048416.7016
MEM 13.007812 1540048416.8019
MEM 13.007812 1540048416.9024
MEM 13.007812 1540048417.0027
MEM 13.007812 1540048417.1032
MEM 13.007812 1540048417.2036
MEM 13.007812 1540048417.3040
MEM 13.007812 1540048417.4045
MEM 13.007812 1540048417.5049
MEM 13.007812 1540048417.6053
MEM 13.007812 1540048417.7057
MEM 13.007812 1540048417.8063
MEM 13.007812 1540048417.9069
MEM 13.007812 1540048418.0072
MEM 13.007812 1540048418.1077
MEM 13.007812 1540048418.2083
MEM 13.007812 1540048418.3087
MEM 13.007812 1540048418.4091
MEM 13.007812 1540048418.5095
MEM 13.007812 1540048418.6098
MEM 13.007812 1540048418.7104
MEM 13.007812 1540048418.8109
MEM 13.007812 1540048418.9115
MEM 13.007812 1540048419.0121
MEM 13.007812 1540048419.1125
MEM 13.007812 1540048419.2131
MEM 13.007812 1540048419.3138
MEM 13.007812 1540048419.4145
MEM 13.007812 1540048419.5151
MEM 13.007812 1540048419.6158
MEM 13.007812 1540048419.7164
MEM 13.007812 1540048419.8168
MEM 13.007812 1540048419.9173
MEM 13.007812 1540048420.0178
MEM 13.007812 1540048420.1181
MEM 13.007812 1540048420.2184
MEM 13.007812 1540048420.3189
MEM 13.007812 1540048420.4193
MEM 13.007812 1540048420.5198
MEM 13.007812 1540048420.6203
MEM 13.007812 1540048420.7207
MEM 13.007812 1540048420.8210
MEM 13.007812 1540048420.9216
MEM 13.007812 1540048421.0221
MEM 13.007812 1540048421.1225
MEM 13.007812 1540048421.2230
MEM 13.007812 1540048421.3234
MEM 13.007812 1540048421.4237
MEM 13.007812 1540048421.5240
MEM 13.007812 1540048421.6243
MEM 13.007812 1540048421.7249
MEM 13.007812 1540048421.8252
MEM 13.007812 1540048421.9255
MEM 13.007812 1540048422.0261
MEM 13.007812 1540048422.1267
MEM 13.007812 1540048422.2272
MEM 13.007812 1540048422.3279
MEM 13.007812 1540048422.4286
MEM 13.007812 1540048422.5293
MEM 13.007812 1540048422.6297
MEM 13.007812 1540048422.7301
MEM 13.007812 1540048422.8307
MEM 13.007812 1540048422.9313
MEM 13.007812 1540048423.0319
MEM 13.007812 1540048423.1323
MEM 13.007812 1540048423.2329
MEM 13.007812 1540048423.3337
MEM 13.007812 1540048423.4344
MEM 13.007812 1540048423.5351
MEM 13.007812 1540048423.6357
MEM 13.007812 1540048423.7362
MEM 13.007812 1540048423.8367
MEM 13.007812 1540048423.9372
MEM 13.007812 1540048424.0377
MEM 13.007812 1540048424.1382
MEM 13.007812 1540048424.2387
MEM 13.007812 1540048424.3393
MEM 13.007812 1540048424.4399
MEM 13.007812 1540048424.5403
MEM 13.007812 1540048424.6408
MEM 13.007812 1540048424.7415
MEM 13.007812 1540048424.8422
MEM 13.007812 1540048424.9428
MEM 13.007812 1540048425.0433
MEM 13.007812 1540048425.1436
MEM 13.007812 1540048425.2441
MEM 13.007812 1540048425.3446
MEM 13.007812 1540048425.4451
MEM 13.007812 1540048425.5455
MEM 13.007812 1540048425.6459
MEM 13.007812 1540048425.7462
MEM 13.007812 1540048425.8466
MEM 13.007812 1540048425.9469
MEM 13.007812 1540048426.0474
MEM 13.007812 1540048426.1478
MEM 13.007812 1540048426.2481
MEM 13.007812 1540048426.3486
MEM 13.007812 1540048426.4490
MEM 13.007812 1540048426.5494
MEM 13.007812 1540048426.6498
MEM 13.007812 1540048426.7501
MEM 13.007812 1540048426.8505
MEM 13.007812 1540048426.9511
MEM 13.007812 1540048427.0516
MEM 13.007812 1540048427.1522
MEM 13.007812 1540048427.2527
MEM 13.007812 1540048427.3534
MEM 13.007812 1540048427.4541
MEM 13.007812 1540048427.5548
MEM 13.007812 1540048427.6556
MEM 13.007812 1540048427.7563
MEM 13.007812 1540048427.8569
MEM 13.007812 1540048427.9578
MEM 13.007812 1540048428.0583
MEM 13.007812 1540048428.1588
MEM 13.007812 1540048428.2594
MEM 13.007812 1540048428.3599
MEM 13.007812 1540048428.4603
MEM 13.007812 1540048428.5608
MEM 13.007812 1540048428.6614
MEM 13.007812 1540048428.7618
MEM 13.007812 1540048428.8621
MEM 13.007812 1540048428.9627
MEM 13.007812 1540048429.0633
MEM 13.007812 1540048429.1637
MEM 13.007812 1540048429.2640
MEM 13.007812 1540048429.3645
MEM 13.007812 1540048429.4648
MEM 13.007812 1540048429.5652
MEM 13.007812 1540048429.6660
MEM 13.007812 1540048429.7665
MEM 13.007812 1540048429.8669
MEM 13.007812 1540048429.9673
MEM 13.007812 1540048430.0676
MEM 13.007812 1540048430.1681
MEM 13.007812 1540048430.2684
MEM 13.007812 1540048430.3689
MEM 13.007812 1540048430.4694
MEM 13.007812 1540048430.5699
MEM 13.007812 1540048430.6705
MEM 13.007812 1540048430.7710
MEM 13.007812 1540048430.8717
MEM 13.007812 1540048430.9720
MEM 13.007812 1540048431.0726
MEM 13.007812 1540048431.1732
MEM 13.007812 1540048431.2736
MEM 13.007812 1540048431.3742
MEM 13.007812 1540048431.4748
MEM 13.007812 1540048431.5755
MEM 13.007812 1540048431.6761
MEM 13.007812 1540048431.7767
MEM 13.007812 1540048431.8774
MEM 13.007812 1540048431.9780
MEM 13.007812 1540048432.0787
MEM 13.007812 1540048432.1791
MEM 13.007812 1540048432.2797
MEM 13.007812 1540048432.3800
MEM 13.007812 1540048432.4804
MEM 13.007812 1540048432.5809
MEM 13.007812 1540048432.6816
MEM 13.007812 1540048432.7820
MEM 13.007812 1540048432.8826
MEM 13.007812 1540048432.9831
MEM 13.007812 1540048433.0836
MEM 13.007812 1540048433.1840
MEM 13.007812 1540048433.2844
MEM 13.007812 1540048433.3848
MEM 13.007812 1540048433.4852
MEM 13.007812 1540048433.5856
MEM 13.007812 1540048433.6860
MEM 13.007812 1540048433.7864
MEM 13.007812 1540048433.8868
MEM 13.007812 1540048433.9872
MEM 13.007812 1540048434.0875
MEM 13.007812 1540048434.1881
MEM 13.007812 1540048434.2886
MEM 13.007812 1540048434.3890
MEM 13.007812 1540048434.4893
MEM 13.007812 1540048434.5898
MEM 13.007812 1540048434.6903
MEM 13.007812 1540048434.7908
MEM 13.007812 1540048434.8913
MEM 13.007812 1540048434.9916
MEM 13.007812 1540048435.0920
MEM 13.007812 1540048435.1925
MEM 13.007812 1540048435.2930
MEM 13.007812 1540048435.3937
MEM 13.007812 1540048435.4943
MEM 13.007812 1540048435.5948
MEM 13.007812 1540048435.6951
MEM 13.007812 1540048435.7955
MEM 13.007812 1540048435.8960
MEM 13.007812 1540048435.9964
MEM 13.007812 1540048436.0970
MEM 13.007812 1540048436.1973
MEM 13.007812 1540048436.2978
MEM 13.007812 1540048436.3982
MEM 13.007812 1540048436.4985
MEM 13.007812 1540048436.5989
MEM 13.007812 1540048436.6995
MEM 13.007812 1540048436.8001
MEM 13.007812 1540048436.9007
MEM 13.007812 1540048437.0010
MEM 13.007812 1540048437.1016
MEM 13.007812 1540048437.2021
MEM 13.007812 1540048437.3026
MEM 13.007812 1540048437.4030
MEM 13.007812 1540048437.5036
MEM 13.007812 1540048437.6041
MEM 13.007812 1540048437.7046
MEM 13.007812 1540048437.8052
MEM 13.007812 1540048437.9057
MEM 13.007812 1540048438.0062
MEM 13.007812 1540048438.1066
MEM 13.007812 1540048438.2074
MEM 13.007812 1540048438.3077
MEM 13.007812 1540048438.4084
MEM 13.007812 1540048438.5091
MEM 13.007812 1540048438.6097
MEM 13.007812 1540048438.7101
MEM 13.007812 1540048438.8107
MEM 13.007812 1540048438.9111
MEM 13.007812 1540048439.0116
MEM 13.007812 1540048439.1122
MEM 13.007812 1540048439.2126
MEM 13.007812 1540048439.3130
MEM 13.007812 1540048439.4134
MEM 13.007812 1540048439.5139
MEM 13.007812 1540048439.6143
MEM 13.007812 1540048439.7149
MEM 13.007812 1540048439.8154
MEM 13.007812 1540048439.9161
MEM 13.007812 1540048440.0165
MEM 13.007812 1540048440.1170
MEM 13.007812 1540048440.2177
MEM 13.007812 1540048440.3182
MEM 13.007812 1540048440.4189
MEM 13.007812 1540048440.5193
MEM 13.007812 1540048440.6196
MEM 13.007812 1540048440.7200
MEM 13.007812 1540048440.8204
MEM 13.007812 1540048440.9210
MEM 13.007812 1540048441.0213
MEM 13.007812 1540048441.1221
MEM 13.007812 1540048441.2226
MEM 13.007812 1540048441.3232
MEM 13.007812 1540048441.4239
MEM 13.007812 1540048441.5244
MEM 13.007812 1540048441.6248
MEM 13.007812 1540048441.7253
MEM 13.007812 1540048441.8260
MEM 13.007812 1540048441.9264
MEM 13.007812 1540048442.0269
MEM 13.007812 1540048442.1275
MEM 13.007812 1540048442.2280
MEM 13.007812 1540048442.3288
MEM 13.007812 1540048442.4292
MEM 13.007812 1540048442.5298
MEM 13.007812 1540048442.6304
MEM 13.007812 1540048442.7308
MEM 13.007812 1540048442.8315
MEM 13.007812 1540048442.9319
MEM 13.007812 1540048443.0325
MEM 13.007812 1540048443.1331
MEM 13.007812 1540048443.2338
MEM 13.007812 1540048443.3342
MEM 13.007812 1540048443.4348
MEM 13.007812 1540048443.5353
MEM 13.007812 1540048443.6360
MEM 13.007812 1540048443.7364
MEM 13.007812 1540048443.8369
MEM 13.007812 1540048443.9374
MEM 13.007812 1540048444.0377
MEM 13.007812 1540048444.1382
MEM 13.007812 1540048444.2386
MEM 13.007812 1540048444.3389
MEM 13.007812 1540048444.4395
MEM 13.007812 1540048444.5400
MEM 13.007812 1540048444.6403
MEM 13.007812 1540048444.7409
MEM 13.007812 1540048444.8417
MEM 13.007812 1540048444.9423
MEM 13.007812 1540048445.0429
MEM 13.007812 1540048445.1434
MEM 13.007812 1540048445.2441
MEM 13.007812 1540048445.3445
MEM 13.007812 1540048445.4449
MEM 13.007812 1540048445.5456
MEM 13.007812 1540048445.6461
MEM 13.007812 1540048445.7466
MEM 13.007812 1540048445.8469
MEM 13.007812 1540048445.9473
MEM 13.007812 1540048446.0477
MEM 13.007812 1540048446.1480
MEM 13.007812 1540048446.2484
MEM 13.007812 1540048446.3491
MEM 13.007812 1540048446.4494
MEM 13.007812 1540048446.5497
MEM 13.007812 1540048446.6501
MEM 13.007812 1540048446.7504
MEM 13.007812 1540048446.8510
MEM 13.007812 1540048446.9516
MEM 13.007812 1540048447.0521
MEM 13.007812 1540048447.1526
MEM 13.007812 1540048447.2530
MEM 13.007812 1540048447.3533
MEM 13.007812 1540048447.4537
MEM 13.007812 1540048447.5544
MEM 13.007812 1540048447.6551
MEM 13.007812 1540048447.7562
MEM 13.007812 1540048447.8567
MEM 13.007812 1540048447.9570
MEM 13.007812 1540048448.0574
MEM 13.007812 1540048448.1578
MEM 13.007812 1540048448.2584
MEM 13.007812 1540048448.3588
MEM 13.007812 1540048448.4593
MEM 13.007812 1540048448.5597
MEM 13.007812 1540048448.6601
